StateUniqueIdentifier	AgencyCode	StateAbbreviation	BmpShortname	GeographyName	LoadSourceGroup	Amount	Unit
beebop	NONFED	MD	WetlandRehabilitate	N42001SL3_2400_2440	Non-tidal Floodplain Wetland	1	Acres
beebop	NONFED	MD	WetlandEnhance	N42001SL3_2400_2440	Headwater or Isolated Wetland	1	Acres
beebop	NONFED	MD	WetlandRehabilitate	N42001SL3_2400_2440	Headwater or Isolated Wetland	1	Acres
beebop	NONFED	MD	AbanMineRec	N42001SL3_2400_2440	Mixed Open	1	Acres
beebop	NONFED	MD	NonTideAftMon	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NONFED	MD	NonTideAft	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NONFED	MD	NonUrbStrmRest	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NONFED	MD	NonUrbStrmRestPro	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NONFED	MD	UrbStrmRest	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NONFED	MD	UrbStrmRestPro	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NONFED	MD	TideAft	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	TideAftMon	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	DiploidOysters2.25	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	DiploidOysters3	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	DiploidOysters4	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	DiploidOysters5	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	DiploidOysters6	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	ShoreAgNoVeg	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	ShoreAgVeg	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	ShoreAg	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	MonitoredOysters	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	TriploidOysters2.25	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	TriploidOysters3	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	TriploidOysters4	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	TriploidOysters5	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	TriploidOysters6	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	ShoreUrbNoVeg	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	ShoreUrbVeg	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	ShoreUrb	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	NonTideAftMon	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NPS	MD	NonTideAft	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NPS	MD	NonUrbStrmRest	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NPS	MD	NonUrbStrmRestPro	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NPS	MD	UrbStrmRest	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NPS	MD	UrbStrmRestPro	N42001PM2_2860_3040	Stream Bed and Bank	1	Acres
beebop	NPS	MD	TideAft	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	TideAftMon	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	DiploidOysters2.25	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	DiploidOysters3	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	DiploidOysters4	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	DiploidOysters5	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	DiploidOysters6	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	ShoreAgNoVeg	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	ShoreAgVeg	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	ShoreAg	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	MonitoredOysters	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	TriploidOysters2.25	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	TriploidOysters3	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	TriploidOysters4	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	TriploidOysters5	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	TriploidOysters6	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	ShoreUrbNoVeg	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	ShoreUrbVeg	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NPS	MD	ShoreUrb	N42001PM2_2860_3040	Shoreline	1	Acres
beebop	NONFED	MD	CSOConnect	N42001PM2_2860_3040	CSS Mixed Open	1	Acres
beebop	NONFED	MD	CSOConnect	N42001PM2_2860_3040	CSS Forest	1	Acres
beebop	NONFED	MD	ForHarvestBMP	N42001PM2_2860_3040	Harvested Forest	1	Acres
beebop	NONFED	MD	WetlandEnhance	N42001PM2_2860_3040	Non-tidal Floodplain Wetland	1	Acres
beebop	NONFED	MD	WetlandRehabilitate	N42001PM2_2860_3040	Non-tidal Floodplain Wetland	1	Acres
beebop	NONFED	MD	WetlandEnhance	N42001PM2_2860_3040	Headwater or Isolated Wetland	1	Acres
beebop	NONFED	MD	WetlandRehabilitate	N42001PM2_2860_3040	Headwater or Isolated Wetland	1	Acres
beebop	NONFED	MD	AbanMineRec	N42001PM2_2860_3040	Mixed Open	1	Acres
beebop	NPS	MD	CSOConnect	N42001PM2_2860_3040	CSS Mixed Open	1	Acres
beebop	NPS	MD	CSOConnect	N42001PM2_2860_3040	CSS Forest	1	Acres
beebop	NPS	MD	ForHarvestBMP	N42001PM2_2860_3040	Harvested Forest	1	Acres
beebop	NPS	MD	WetlandEnhance	N42001PM2_2860_3040	Non-tidal Floodplain Wetland	1	Acres
beebop	NPS	MD	WetlandRehabilitate	N42001PM2_2860_3040	Non-tidal Floodplain Wetland	1	Acres
beebop	NPS	MD	WetlandEnhance	N42001PM2_2860_3040	Headwater or Isolated Wetland	1	Acres
beebop	NPS	MD	WetlandRehabilitate	N42001PM2_2860_3040	Headwater or Isolated Wetland	1	Acres
beebop	NPS	MD	AbanMineRec	N42001PM2_2860_3040	Mixed Open	1	Acres
beebop	NONFED	MD	SCP6	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	SCP3	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	SCP4	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	SCP5	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	SCP2	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	SCP1	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	SCP8	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	SCP7	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	BioRetNoUDAB	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	BioRetUDAB	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	BioRetUDCD	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	BioSwale	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	DirtGravelDSA	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	DirtGravelDSAOut	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	DirtGravelnoDSA	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	DryPonds	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	ExtDryPonds	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	UrbFilterRR	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	UrbFilterST	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	Filter	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	FTW1	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
beebop	NONFED	MD	FTW2	N42001PU2_2790_3290	Non-Regulated Roads	1	Acres
