StateUniqueIdentifier	AgencyCode	StateAbbreviation	BmpShortname	GeographyName	LoadSourceGroup	Amount	Unit
beebop	DOD	PA	SCP3	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	0.5093226424255061	Acres
beebop	DOD	PA	SCP4	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	3.634300858379365	Acres
beebop	DOD	PA	SCP5	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	5.304151789167641	Acres
beebop	DOD	PA	SCP2	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	0.039346618012250645	Acres
beebop	DOD	PA	SCP1	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	0.6819641496165076	Acres
beebop	DOD	PA	SCP8	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	4.127229262445109	Acres
beebop	DOD	PA	SCP7	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	1.6660276663273246	Acres
beebop	DOD	PA	BioRetNoUDAB	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	2.4711861806299855	Acres
beebop	DOD	PA	BioRetUDAB	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	2.4819132005314275	Acres
beebop	DOD	PA	BioRetUDCD	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	4.166219807304502	Acres
beebop	DOD	PA	BioSwale	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	0.11471866804946156	Acres
beebop	DOD	PA	DryPonds	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	2.870479695566043	Acres
beebop	DOD	PA	ExtDryPonds	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	0.821597708704889	Acres
beebop	DOD	PA	UrbFilterRR	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	3.9803600840930975	Acres
beebop	DOD	PA	UrbFilterST	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	2.885164288593752	Acres
beebop	DOD	PA	Filter	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	4.003874114886646	Acres
beebop	DOD	PA	FTW1	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	3.2203286998107754	Acres
beebop	DOD	PA	FTW2	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	2.8815207614649383	Acres
beebop	DOD	PA	FTW3	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	1.4580624159571105	Acres
beebop	DOD	PA	FTW4	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	4.419448758069036	Acres
beebop	DOD	PA	FTW5	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	0.7952225634395035	Acres
beebop	DOD	PA	ImperviousDisconnection	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	3.719475622119898	Acres
beebop	DOD	PA	ImpSurRed	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	4.862329098589008	Acres
beebop	DOD	PA	InfiltWithSV	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	3.3624357280460653	Acres
beebop	DOD	PA	Infiltration	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	2.884468264413363	Acres
beebop	DOD	PA	SCP11	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	5.254758993203852	Acres
beebop	DOD	PA	SCP10	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	3.5633610659181882	Acres
beebop	DOD	PA	SCP9	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	3.1157841771574866	Acres
beebop	DOD	PA	PermPavSVNoUDAB	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	1.4632650090941504	Acres
beebop	DOD	PA	PermPavSVUDAB	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	0.4224401666408919	Acres
beebop	DOD	PA	PermPavSVUDCD	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	3.4604181648522263	Acres
beebop	DOD	PA	PermPavNoSVNoUDAB	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	2.7680231913996787	Acres
beebop	DOD	PA	PermPavNoSVUDAB	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	3.465496777241875	Acres
beebop	DOD	PA	PermPavNoSVUDCD	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	4.67335438423729	Acres
beebop	DOD	PA	StormDrainClean	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	5.283867689194983	Acres
beebop	DOD	PA	RR	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	4.262483115641553	Acres
beebop	DOD	PA	ST	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	2.4473689751176573	Acres
beebop	DOD	PA	VegOpChanNoUDAB	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	4.105345997299165	Acres
beebop	DOD	PA	VegOpChanNoUDCD	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	4.450617366339773	Acres
beebop	DOD	PA	WetPondWetland	N42001PM3_3040_3340	Non-Regulated Tree Canopy over Impervious	4.803247751852554	Acres
beebop	DOD	PA	AdvancedGI	N42001PM3_3040_3340	Non-Regulated Turf Grass	5.005428408537	Acres
beebop	DOD	PA	BioRetNoUDAB	N42001PM3_3040_3340	Non-Regulated Turf Grass	29.854923069485846	Acres
beebop	DOD	PA	BioRetUDAB	N42001PM3_3040_3340	Non-Regulated Turf Grass	16.069868896333656	Acres
beebop	DOD	PA	BioRetUDCD	N42001PM3_3040_3340	Non-Regulated Turf Grass	15.251197053984697	Acres
beebop	DOD	PA	BioSwale	N42001PM3_3040_3340	Non-Regulated Turf Grass	2.6347907550790417	Acres
beebop	DOD	PA	DryPonds	N42001PM3_3040_3340	Non-Regulated Turf Grass	33.87343293256401	Acres
beebop	DOD	PA	ExtDryPonds	N42001PM3_3040_3340	Non-Regulated Turf Grass	15.079757137169207	Acres
beebop	DOD	PA	UrbFilterRR	N42001PM3_3040_3340	Non-Regulated Turf Grass	26.438333693319017	Acres
beebop	DOD	PA	UrbFilterST	N42001PM3_3040_3340	Non-Regulated Turf Grass	20.83560011224261	Acres
beebop	DOD	PA	Filter	N42001PM3_3040_3340	Non-Regulated Turf Grass	2.174281933907806	Acres
beebop	DOD	PA	FTW1	N42001PM3_3040_3340	Non-Regulated Turf Grass	34.29347014066116	Acres
beebop	DOD	PA	FTW2	N42001PM3_3040_3340	Non-Regulated Turf Grass	7.19440469498156	Acres
beebop	DOD	PA	FTW3	N42001PM3_3040_3340	Non-Regulated Turf Grass	14.94999412013774	Acres
beebop	DOD	PA	FTW4	N42001PM3_3040_3340	Non-Regulated Turf Grass	25.551316741762108	Acres
beebop	DOD	PA	FTW5	N42001PM3_3040_3340	Non-Regulated Turf Grass	32.228424260873474	Acres
beebop	DOD	PA	ForestBufUrban	N42001PM3_3040_3340	Non-Regulated Turf Grass	6.782051186201458	Acres
beebop	DOD	PA	ForestCon	N42001PM3_3040_3340	Non-Regulated Turf Grass	25.72011455646736	Acres
beebop	DOD	PA	UrbanForPlant	N42001PM3_3040_3340	Non-Regulated Turf Grass	8.934596695502767	Acres
beebop	DOD	PA	UrbGrassBuffers	N42001PM3_3040_3340	Non-Regulated Turf Grass	13.194011022831823	Acres
beebop	DOD	PA	ImperviousDisconnection	N42001PM3_3040_3340	Non-Regulated Turf Grass	34.29350729436395	Acres
beebop	DOD	PA	InfiltWithSV	N42001PM3_3040_3340	Non-Regulated Turf Grass	29.14043106084173	Acres
beebop	DOD	PA	Infiltration	N42001PM3_3040_3340	Non-Regulated Turf Grass	27.363734972961417	Acres
beebop	DOD	PA	UrbanNMMDCA	N42001PM3_3040_3340	Non-Regulated Turf Grass	17.177085128079213	Acres
beebop	DOD	PA	UrbanNMMDDIY	N42001PM3_3040_3340	Non-Regulated Turf Grass	14.684374320267427	Acres
beebop	DOD	PA	UrbanNMPlan	N42001PM3_3040_3340	Non-Regulated Turf Grass	2.1219792449790535	Acres
beebop	DOD	PA	UrbanNMPlanHR	N42001PM3_3040_3340	Non-Regulated Turf Grass	13.095184126232892	Acres
beebop	DOD	PA	UrbanNMPlanLR	N42001PM3_3040_3340	Non-Regulated Turf Grass	16.48864798451068	Acres
beebop	DOD	PA	PermPavSVNoUDAB	N42001PM3_3040_3340	Non-Regulated Turf Grass	20.561631888632512	Acres
beebop	DOD	PA	PermPavSVUDAB	N42001PM3_3040_3340	Non-Regulated Turf Grass	7.425780549293079	Acres
beebop	DOD	PA	PermPavSVUDCD	N42001PM3_3040_3340	Non-Regulated Turf Grass	25.829891860989324	Acres
beebop	DOD	PA	PermPavNoSVNoUDAB	N42001PM3_3040_3340	Non-Regulated Turf Grass	31.897720357221953	Acres
beebop	DOD	PA	PermPavNoSVUDAB	N42001PM3_3040_3340	Non-Regulated Turf Grass	24.675246242832284	Acres
beebop	DOD	PA	PermPavNoSVUDCD	N42001PM3_3040_3340	Non-Regulated Turf Grass	34.4795474538378	Acres
beebop	DOD	PA	StormDrainClean	N42001PM3_3040_3340	Non-Regulated Turf Grass	23.620085174584897	Acres
beebop	DOD	PA	RR	N42001PM3_3040_3340	Non-Regulated Turf Grass	8.159039054006502	Acres
beebop	DOD	PA	ST	N42001PM3_3040_3340	Non-Regulated Turf Grass	14.0043706136633	Acres
beebop	DOD	PA	UrbanTreePlant	N42001PM3_3040_3340	Non-Regulated Turf Grass	15.369796556745236	Acres
beebop	DOD	PA	VegOpChanNoUDAB	N42001PM3_3040_3340	Non-Regulated Turf Grass	31.329828299676695	Acres
beebop	DOD	PA	VegOpChanNoUDCD	N42001PM3_3040_3340	Non-Regulated Turf Grass	11.169522851948242	Acres
beebop	DOD	PA	WetPondWetland	N42001PM3_3040_3340	Non-Regulated Turf Grass	26.924390357972126	Acres
beebop	DOD	PA	SCP6	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	SCP3	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	SCP4	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	SCP5	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	SCP2	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	SCP1	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	SCP8	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	SCP7	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	BioRetNoUDAB	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	BioRetUDAB	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	BioRetUDCD	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	BioSwale	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	DirtGravelDSA	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	DirtGravelDSAOut	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	DirtGravelnoDSA	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	DryPonds	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	ExtDryPonds	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	UrbFilterRR	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	UrbFilterST	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	Filter	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	FTW1	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	FTW2	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	FTW3	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	FTW4	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	FTW5	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	ImperviousDisconnection	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	ImpSurRed	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	InfiltWithSV	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	Infiltration	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	SCP11	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	SCP10	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	SCP9	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	PermPavSVNoUDAB	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	PermPavSVUDAB	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	PermPavSVUDCD	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	PermPavNoSVNoUDAB	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDAB	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDCD	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	StormDrainClean	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	RR	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	ST	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	UrbanTreePlant	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDAB	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDCD	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	WetPondWetland	N42001PM3_3040_3340	MS4 Roads	0.0	Acres
beebop	DOD	PA	BioRetNoUDAB	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	BioRetUDAB	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	BioRetUDCD	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	BioSwale	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	DryPonds	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	ExtDryPonds	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	UrbFilterRR	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	UrbFilterST	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	Filter	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	FTW1	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	FTW2	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	FTW3	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	FTW4	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	FTW5	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
